ActivityID,StationID,DistCat_Tt,BugThreshGroup,Latitude,Longitude,Date_Tt,NOx_mgL,TP_mgL,TKN_mgL,NO3_mgL,TN_mgL,NO2_mgL,Chla_Uncorr,Chla_corr,NH3_mgL,PO4_mgL,TDN_mgL,NH4_ugL
A306767001,01-AND,,,44.39806,-70.971596,8/12/2013,0.055,0.00952,0.32,,,,1.41,,,,,
2012-1383,01-AND,,,44.39806,-70.971596,6/21/2012,0.065,0.012,0.37,,,,1.79,,,,,
2004-3926,01-AND,,,44.39806,-70.971596,8/10/2004,0.08,0.022,0.3,,,,2.7,,0.05,,,
2018-1178,01-AND,,,44.39806,-70.971596,6/19/2018,0.084,0.0123,0.25,0.078,,0.002,2.19,,,,,
RA06270002,01-AND,,,44.39806,-70.971596,6/27/2000,,0.042,0.19,0.13,,,,,,,,
2007-4799,01-AND,,,44.39806,-70.971596,8/30/2007,0.07,0.013,,,,,1.183,,,,,
2020-980,01-AND,,,44.39806,-70.971596,7/15/2020,0.002,0.0229,0.25,0.003,,0.002,1.32,,,,,
A308755001,01-AND,,,44.39806,-70.971596,10/9/2013,0.011,0.00932,,,,,,,,,,
A61082-4,01-AND,,,44.39806,-70.971596,7/24/2003,0.08,0.038,,,,,,,0.2,,,
2012-1386,01-AND,,,44.39806,-70.971596,6/21/2012,0.058,0.012,0.32,,,,0.98,,,,,
A400367001,01-AND,,,44.39806,-70.971596,1/27/2014,0.093,0.00765,,,,,,,,,,
RA08140001,01-AND,,,44.39806,-70.971596,8/14/2000,,0.058,0.34,0.18,,,,,,,,
RA06190101,01-AND,,,44.39806,-70.971596,6/19/2001,,0.054,0.39,0.13,,,,,0.1,,,
RA08140002,01-ART,Non-Ref,Below_Threshold,44.044589,-71.124767,8/14/2000,,0.005,0.14,0.29,,,,,,,,
RA07240001,01-ART,Non-Ref,Below_Threshold,44.044589,-71.124767,7/24/2000,,0.005,0.1,0.27,,,,,,,,
RA06270001,01-ART,Non-Ref,Below_Threshold,44.044589,-71.124767,6/27/2000,,0.008,0.1,0.26,,,,,,,,
A602172010,01-ASH,,,42.779742,-72.490036,5/20/2006,,0.033,,,,,,,,,,
RV09180410,01-ASH,,,42.779742,-72.490036,9/18/2004,,0.05,,,,,,,,,,
A608279012,01-ASH,,,42.779742,-72.490036,8/22/2006,,0.04,,,,,,,,,,
2010-4861,01-ASH,,,42.779742,-72.490036,9/14/2010,,0.021,,,,,,,,,,
A92157-10,01-ASH,,,42.779742,-72.490036,6/18/2005,,0.046,,,,,,,,,,
A708077010,01-ASH,,,42.779742,-72.490036,7/17/2007,,0.043,,,,,,,,,,
2017-5037,01-ASH,,,42.779742,-72.490036,9/12/2017,,0.0128,,,,,,,,,,
A708077012,01-ASH,,,42.779742,-72.490036,7/17/2007,,0.043,,,,,,,,,,
RV08160301,01-ASH,,,42.779742,-72.490036,8/16/2003,,0.046,,,,,,,,,,
RV08210406,01-ASH,,,42.779742,-72.490036,8/21/2004,,0.045,,,,,,,,,,
2015-4771,01-ASH,,,42.779742,-72.490036,9/15/2015,,0.0274,,,,,,,,,,
RV05180210,01-ASH,,,42.779742,-72.490036,5/18/2002,,0.025,,,,,,,,,,
A75862-11,01-ASH,,,42.779742,-72.490036,6/19/2004,,0.039,,,,,,,,,,
A711157010,01-ASH,,,42.779742,-72.490036,9/11/2007,,0.031,,,,,,,,,,
2012-2462,01-ASH,,,42.779742,-72.490036,7/17/2012,0.31,0.024,0.015,,,,,,,,,
2012-4008,01-ASH,,,42.779742,-72.490036,8/21/2012,,0.024,0.28,,,,,,,,,
B607569015,01-ASH,,,42.779742,-72.490036,8/16/2016,,0.03,,,,,,,,,,
2010-3953,01-ASH,,,42.779742,-72.490036,8/17/2010,,0.023,,,,,,,,,,
2016-5127,01-ASH,,,42.779742,-72.490036,9/13/2016,,0.0206,,,,,,,,,,
A97843-4,01-ASH,,,42.779742,-72.490036,9/17/2005,,0.057,,,,,,,,,,
2011-4319,01-ASH,,,42.779742,-72.490036,9/13/2011,,0.025,,,,,,,,,,
2011-2741,01-ASH,,,42.779742,-72.490036,7/19/2011,,0.022,,,,,,,,,,
A709857010,01-ASH,,,42.779742,-72.490036,8/14/2007,,0.031,,,,,,,,,,
A305766013,01-ASH,,,42.779742,-72.490036,7/23/2013,,0.0506,,,,,,,,,,
2012-4494,01-ASH,,,42.779742,-72.490036,9/11/2012,,0.019,0.3,,,,,,,,,
A505574015,01-ASH,,,42.779742,-72.490036,7/21/2015,,0.0203,,,,,,,,,,
A808865011,01-ASH,,,42.779742,-72.490036,8/19/2008,,0.024,,,,,,,,,,
2019-4409,01-ASH,,,42.779742,-72.490036,8/20/2019,,0.0168,,,,,,,,,,
A405291015,01-ASH,,,42.779742,-72.490036,7/22/2014,,0.0166,,,,,,,,,,
RV06160101,01-ASH,,,42.779742,-72.490036,6/16/2001,,0.033,,,,,,,,,,
2018-2837,01-ASH,,,42.779742,-72.490036,7/17/2018,,0.021,,,,,,,,,,
RV09130309,01-ASH,,,42.779742,-72.490036,9/13/2003,,0.041,,,,,,,,,,
A90370-10,01-ASH,,,42.779742,-72.490036,5/21/2005,,0.055,,,,,,,,,,
RV07170410,01-ASH,,,42.779742,-72.490036,7/17/2004,,0.059,,,,,,,,,,
A94229-4,01-ASH,,,42.779742,-72.490036,7/23/2005,,0.041,,,,,,,,,,
2015-3991,01-ASH,,,42.779742,-72.490036,8/18/2015,,0.0249,,,,,,,,,,
A107999015,01-ASH,,,42.779742,-72.490036,8/16/2011,,0.03,,,,,,,,,,
RV05190101,01-ASH,,,42.779742,-72.490036,5/19/2001,,0.018,,,,,,,,,,
RV07260314,01-ASH,,,42.779742,-72.490036,7/26/2003,,0.068,,,,,,,,,,
A307255015,01-ASH,,,42.779742,-72.490036,8/20/2013,,0.0162,,,,,,,,,,
A605754010,01-ASH,,,42.779742,-72.490036,7/18/2006,,0.025,,,,,,,,,,
RV09130310,01-ASH,,,42.779742,-72.490036,9/13/2003,,0.042,,,,,,,,,,
A604114010,01-ASH,,,42.779742,-72.490036,6/24/2006,,0.039,,,,,,,,,,
2010-2811,01-ASH,,,42.779742,-72.490036,7/20/2010,,0.034,,,,,,,,,,
2012-1564,01-ASH,,,42.779742,-72.490036,6/26/2012,0.22,0.022,0.36,,,,,,,,,
A407846011,01-ASH,,,42.779742,-72.490036,9/16/2014,,0.0134,,,,,,,,,,
A74326-10,01-ASH,,,42.779742,-72.490036,5/22/2004,,0.033,,,,,,,,,,
2017-4109,01-ASH,,,42.779742,-72.490036,8/15/2017,,0.0159,,,,,,,,,,
A805561010,01-ASH,,,42.779742,-72.490036,6/23/2008,,0.059,,,,,,,,,,
A308281015,01-ASH,,,42.779742,-72.490036,9/17/2013,,0.0549,,,,,,,,,,
2019-3026,01-ASH,,,42.779742,-72.490036,7/23/2019,,0.0306,,,,,,,,,,
RV07140101,01-ASH,,,42.779742,-72.490036,7/14/2001,,0.056,,,,,,,,,,
RV06280317,01-ASH,,,42.779742,-72.490036,6/28/2003,,0.045,,,,,,,,,,
A608279010,01-ASH,,,42.779742,-72.490036,8/22/2006,,0.038,,,,,,,,,,
2018-4053,01-ASH,,,42.779742,-72.490036,8/14/2018,,0.0269,,,,,,,,,,
RV05170311,01-ASH,,,42.779742,-72.490036,5/17/2003,,0.023,,,,,,,,,,
A96293-10,01-ASH,,,42.779742,-72.490036,8/20/2005,,0.029,,,,,,,,,,
2009-4900,01-ASH,,,42.779742,-72.490036,8/18/2009,,0.027,,,,,,,,,,
B606074015,01-ASH,,,42.779742,-72.490036,7/19/2016,,0.0193,,,,,,,,,,
A75862-10,01-ASH,,,42.779742,-72.490036,6/19/2004,,0.039,,,,,,,,,,
RV08180101,01-ASH,,,42.779742,-72.490036,8/18/2001,,0.053,,,,,,,,,,
2009-2065,01-ASH,,,42.779742,-72.490036,6/23/2009,,0.027,,,,,,,,,,
A810230010,01-ASH,,,42.779742,-72.490036,9/15/2008,,0.026,,,,,,,,,,
A907488010,01-ASH,,,42.779742,-72.490036,7/21/2009,,0.021,,,,,,,,,,
A609778010,01-ASH,,,42.779742,-72.490036,9/26/2006,,0.044,,,,,,,,,,
A406834015,01-ASH,,,42.779742,-72.490036,8/19/2014,,0.0138,,,,,,,,,,
RA06200002,01-AXE,,,43.285075,-70.978753,6/20/2000,,0.052,0.53,0.09,,,,,,,,
RA06280005,01-BAB,,,42.870475,-71.492908,6/28/2000,,0.032,0.55,0.22,,,,,,,,
RA06210009,01-BAK,,,42.86095,-71.016114,6/21/2000,,0.021,0.44,0.05,,,,,,,,
A607963002,01-BAT,,,43.070939,-70.783131,8/21/2006,,0.055,0.64,,,,,,,,,
A610974003,01-BAT,,,43.070939,-70.783131,10/25/2006,,0.032,0.55,,,,,,,,,
2008-4789,01-BAT,,,43.070939,-70.783131,8/21/2008,0.11,0.048,0.81,,,,1.038,,,,,
A707927009,01-BAT,,,43.070939,-70.783131,7/17/2007,0.6,,,,,,,,,,,
A601054002,01-BAT,,,43.070939,-70.783131,4/26/2006,,0.03,,,,,,,,,,
A707927003,01-BAT,,,43.070939,-70.783131,7/17/2007,0.17,,0.6,,,,,,,,,
A605264003,01-BAT,,,43.070939,-70.783131,7/14/2006,,0.064,1.1,,,,,,,,,
A605264002,01-BAT,,,43.070939,-70.783131,7/14/2006,,0.061,1,,,,,,,,,
A603112002,01-BAT,,,43.070939,-70.783131,6/8/2006,,,0.6,,,,,,,,,
A009385004,01-BAT,,,43.070939,-70.783131,9/8/2010,,0.072,,,,,,,,,,
2010-5099,01-BAT,,,43.070939,-70.783131,9/30/2010,,,,,,,1.84,,,,,
A706653003,01-BAT,,,43.070939,-70.783131,6/26/2007,0.41,,1,,,,,,,,,
A30851-10,01-BBK,,,42.821869,-71.767219,9/19/2001,0.22,0.01,0.1,,,,0.69,,0.1,0.01,,
A30473-10,01-BBK,,,42.821869,-71.767219,9/12/2001,0.21,0.007,0.1,,,,0.55,,0.1,0.01,,
RV06130609,01-BFB,,,42.791294,-71.498739,6/13/2006,,0.01,0.25,1,,,,,0.1,0.01,,
RV08080635,01-BFB,,,42.791294,-71.498739,8/8/2006,,0.03,3.05,1,,,,,0.1,0.01,,
RV07250618,01-BFB,,,42.791294,-71.498739,7/25/2006,,0.04,,1,,,,,,0.01,,
PWW06300506,01-BFB,,,42.791294,-71.498739,6/30/2005,,0.042,1.4,1,,,,,0.578,,,
RV06270622,01-BFB,,,42.791294,-71.498739,6/27/2006,,0.01,0.25,1,,,,,0.1,0.01,,
PWW07070406,01-BFB,,,42.791294,-71.498739,7/7/2004,,0.024,0.25,1,,,,,0.613,,,
2019-3130,01-BGK,Non-Ref,,43.798237,-71.673992,7/25/2019,0.002,0.0125,0.26,0.003,,0.002,,,,,,
2019-3129,01-BGK,Non-Ref,,43.798237,-71.673992,7/25/2019,0.002,0.0121,0.08,0.003,,0.002,,,,,,
2019-1822,01-BGK,Non-Ref,,43.798237,-71.673992,6/27/2019,0.002,0.026,0.32,0.003,,0.002,,,,,,
2006-4852,01-BGK,Non-Ref,,43.798237,-71.673992,8/21/2006,,0.007,,,,,1.96,,,,,
2006-1943,01-BGK,Non-Ref,,43.798237,-71.673992,6/26/2006,,0.023,0.32,,,,4.86,,,,,
2006-3369,01-BGK,Non-Ref,,43.798237,-71.673992,7/24/2006,,0.017,0.4,,,,2.9,,,,,
2019-4529,01-BGK,Non-Ref,,43.798237,-71.673992,8/22/2019,0.002,0.0229,0.42,,,,,,,,,
RA08180004,01-BGT,,,43.6391,-72.2222,8/18/2000,,0.006,0.14,0.12,,,,,,,,
RA06210002,01-BGT,,,43.6391,-72.2222,6/21/2000,,0.005,0.08,0.09,,,,,,,,
RA07310004,01-BGT,,,43.6391,-72.2222,7/31/2000,,,,0.11,,,,,,,,
A809343004,01-BIC,Non-Ref,Below_Threshold,43.589242,-72.078378,8/26/2008,0.003,0.0084,0.27,,,,,,,,,
A809343003,01-BIC,Non-Ref,Below_Threshold,43.589242,-72.078378,8/26/2008,0.003,0.01,0.27,,,,,,,,,
A807305003,01-BIC,Non-Ref,Below_Threshold,43.589242,-72.078378,7/24/2008,0.003,0.038,0.59,,,,,,,,,
A810259003,01-BIC,Non-Ref,Below_Threshold,43.589242,-72.078378,9/16/2008,0.003,0.0098,0.35,,,,,,,,,
VL08270138,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/27/2001,,0.017,,,,,,,,,,
2005-1203,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,5/27/2005,,0.019,,,,,,,,,,
VL08310021,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/31/2000,,0.016,,,,,,,,,,
A106539001,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/26/2011,,0.02,,,,,,,,,,
2007-2857,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/22/2007,,0.023,,,,,,,,,,
VL05080203,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,5/8/2002,,0.011,,,,,,,,,,
VL05290305,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,5/29/2003,,0.012,,,,,,,,,,
A105005003,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/26/2011,,0.037,,,,,,,,,,
VL08070250,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/7/2002,,0.017,,,,,,,,,,
VL06130220,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/13/2002,,0.019,,,,,,,,,,
2004-1700,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/25/2004,,0.02,,,,,,,,,,
VL09120212,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,9/12/2002,,0.014,,,,,,,,,,
A008590002,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/20/2010,,0.013,,,,,,,,,,
A006858002,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/23/2010,,0.016,,,,,,,,,,
VL07050043,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/5/2000,,0.021,,,,,,,,,,
2008-3413,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/25/2008,,0.028,,,,,,,,,,
2006-1322,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/12/2006,,0.014,,,,,,,,,,
A909604003,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/23/2009,,0.028,,,,,,,,,,
2008-2063,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/29/2008,,0.021,,,,,,,,,,
2006-2930,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/17/2006,,0.026,,,,,,,,,,
2004-2883,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/21/2004,,0.017,,,,,,,,,,
2004-5851,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,10/21/2004,,0.013,,,,,,,,,,
VL09240115,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,9/24/2001,,0.013,,,,,,,,,,
2004-5636,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,9/22/2004,,0.045,,,,,,,,,,
2006-4397,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/13/2006,,0.016,,,,,,,,,,
A005419002,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/27/2010,,0.02,,,,,,,,,,
VL04100204,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,4/10/2002,,0.008,,,,,,,,,,
2007-4514,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/26/2007,,0.015,,,,,,,,,,
VL07310369,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/31/2003,,0.012,,,,,,,,,,
2005-4835,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/19/2005,,0.024,,,,,,,,,,
2004-4461,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/18/2004,,0.02,,,,,,,,,,
2005-781,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,4/20/2005,,0.014,,,,,,,,,,
VL05180012,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,5/18/2000,,0.019,,,,,,,,,,
2007-1671,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/24/2007,,0.019,,,,,,,,,,
2008-4493,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,8/17/2008,,0.019,,,,,,,,,,
VL10160303,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,10/16/2003,,0.013,,,,,,,,,,
A907646002,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/23/2009,,0.028,,,,,,,,,,
VL06240359,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/24/2003,,0.019,,,,,,,,,,
VL10120003,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,10/12/2000,,0.011,,,,,,,,,,
2004-800,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,5/19/2004,,0.013,,,,,,,,,,
VL07240160,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,7/24/2001,,0.02,,,,,,,,,,
A906121001,01-BKB,Non-Ref,Below_Threshold,43.01035,-71.478466,6/28/2009,,0.024,,,,,,,,,,
T111-G-LF2,01-BKR,,,43.7682,-71.685939,9/21/2010,0.09932315,,,,,,,1.1,,0.003,,
T011-G-LF1,01-BKR,,,43.7682,-71.685939,7/27/2010,0.08325103,,,,,,,0.82703,,0.003,,
T011-G1-HF1,01-BKR,,,43.7682,-71.685939,5/17/2012,0.05995113,,,,,,,,,0.002,,
VT2307120601,01-BLK,,,43.627833,-71.756306,7/12/2006,,0.0139,,,,,,,,,,
T2306260603,01-BLK,,,43.627833,-71.756306,6/26/2006,,0.0918,,,,,,,,,,
CFB06131301,01-BLK,,,43.627833,-71.756306,6/13/2013,,0.0111,,,,,,,,,,
T2306210603,01-BLK,,,43.627833,-71.756306,6/21/2006,,0.0148,,,,,,,,,,
VT2310160601,01-BLK,,,43.627833,-71.756306,10/16/2006,,0.0407,,,,,,,,,,
VT2311050601,01-BLK,,,43.627833,-71.756306,11/5/2006,,0.0069,,,,,,,,,,
VT2301060701,01-BLK,,,43.627833,-71.756306,1/6/2007,,0.0321,,,,,,,,,,
T2305191101,01-BLK,,,43.627833,-71.756306,5/19/2011,,0.0726,,,,,,,,,,
T23-040908-01,01-BLK,,,43.627833,-71.756306,4/9/2008,,0.0182,,0.11,,,,,,0.002,,
T2310031101D1,01-BLK,,,43.627833,-71.756306,10/3/2011,,0.0157,,,,,,,,0.0029,,
T2312061006,01-BLK,,,43.627833,-71.756306,12/6/2010,,0.0068,,,,,,,,,,
T2305150703,01-BLK,,,43.627833,-71.756306,5/15/2007,,0.0114,,,,,,,,,,
T23-052208-03,01-BLK,,,43.627833,-71.756306,5/22/2008,,0.0097,,0.04,,,,,,0.0026,,
T2310191001,01-BLK,,,43.627833,-71.756306,10/19/2010,,0.0102,,,,,,,,,,
T2308300703,01-BLK,,,43.627833,-71.756306,8/30/2007,,0.0161,,,,,,,,,,
VT23-071408-05,01-BLK,,,43.627833,-71.756306,7/14/2008,,0.0127,,,,,,,,,,
T2311140703,01-BLK,,,43.627833,-71.756306,11/14/2007,,0.0068,,,,,,,,,,
VT2308130601,01-BLK,,,43.627833,-71.756306,8/13/2006,,0.0132,,,,,,,,,,
CFB408151-1,01-BLK,,,43.627833,-71.756306,4/8/2015,,0.0114,,,,,,,,,,
T2310180609,01-BLK,,,43.627833,-71.756306,10/18/2006,,0.0163,,,,,,,,,,
T2307131101D1,01-BLK,,,43.627833,-71.756306,7/13/2011,,0.0343,,,,,,,,,,
T2308150605,01-BLK,,,43.627833,-71.756306,8/15/2006,,0.0086,,,,,,,,,,
VT23-050208-05,01-BLK,,,43.627833,-71.756306,5/2/2008,,0.0082,,,,,,,,,,
T23-102108-01,01-BLK,,,43.627833,-71.756306,10/21/2008,,0.0084,,0.03,,,,,,0.0017,,
BB08221402,01-BLK,,,43.627833,-71.756306,8/22/2014,,0.023,,,,,,,,,,
T2310191101D1,01-BLK,,,43.627833,-71.756306,10/19/2011,,0.0121,,,,,,,,,,
T23-052208-01,01-BLK,,,43.627833,-71.756306,5/22/2008,,0.0086,,0.04,,,,,,0.002,,
T2311151101D1,01-BLK,,,43.627833,-71.756306,11/15/2011,,0.0132,,,,,,,,,,
T2312121101,01-BLK,,,43.627833,-71.756306,12/12/2011,,0.0079,,,,,,,,0.0019,,
VT2309040601,01-BLK,,,43.627833,-71.756306,9/4/2006,,0.0132,,,,,,,,,,
T2307130603,01-BLK,,,43.627833,-71.756306,7/13/2006,,0.0493,,,,,,,,,,
VT2307250701,01-BLK,,,43.627833,-71.756306,7/25/2007,,0.0116,,,,,,,,,,
VT23-010808-05,01-BLK,,,43.627833,-71.756306,1/8/2008,,0.0085,,,,,,,,,,
T2303130703,01-BLK,,,43.627833,-71.756306,3/13/2007,,0.0097,,,,,,,,,,
VT2307290601,01-BLK,,,43.627833,-71.756306,7/29/2006,,0.0116,,,,,,,,,,
T2312121101D1,01-BLK,,,43.627833,-71.756306,12/12/2011,,0.0083,,,,,,,,0.0021,,
BB09281403,01-BLK,,,43.627833,-71.756306,9/28/2014,,0.0192,,,,,,,,,,
T23-081108-01,01-BLK,,,43.627833,-71.756306,8/11/2008,,0.1826,,0.02,,,,,,0.0035,,
VT2311280701,01-BLK,,,43.627833,-71.756306,11/28/2007,,0.0089,,,,,,,,,,
T2310031101,01-BLK,,,43.627833,-71.756306,10/3/2011,,0.015,,,,,,,,0.0024,,
CFB04081401,01-BLK,,,43.627833,-71.756306,4/8/2014,,0.2451,,,,,,,,,,
T2310191101,01-BLK,,,43.627833,-71.756306,10/19/2011,,0.0117,,,,,,,,,,
T2308301101,01-BLK,,,43.627833,-71.756306,8/30/2011,,0.0126,,,,,,,,,,
VT2310250601,01-BLK,,,43.627833,-71.756306,10/25/2006,,0.0067,,,,,,,,,,
VT23-041408-03,01-BLK,,,43.627833,-71.756306,4/14/2008,,0.0096,,,,,,,,,,
VT23-080408-13,01-BLK,,,43.627833,-71.756306,8/4/2008,,0.0093,,,,,,,,,,
T2308301101D,01-BLK,,,43.627833,-71.756306,8/30/2011,,0.013,,,,,,,,,,
T2308170741,01-BLK,,,43.627833,-71.756306,8/17/2007,,0.0142,,,,,,,,,,
VT2311110701,01-BLK,,,43.627833,-71.756306,11/11/2007,,0.0069,,,,,,,,,,
T2301170707,01-BLK,,,43.627833,-71.756306,1/17/2007,,0.0079,,,,,,,,,,
T2304040737,01-BLK,,,43.627833,-71.756306,4/4/2007,,0.0102,,,,,,,,,,
T2311101002,01-BLK,,,43.627833,-71.756306,11/10/2010,,0.0106,,,,,,,,,,
VT2310030601,01-BLK,,,43.627833,-71.756306,10/3/2006,,0.0103,,,,,,,,,,
CFB09241301,01-BLK,,,43.627833,-71.756306,9/24/2013,,0.0093,,,,,,,,,,
VT2309110601,01-BLK,,,43.627833,-71.756306,9/11/2006,,0.3329,,,,,,,,,,
VT2304140701,01-BLK,,,43.627833,-71.756306,4/14/2007,,0.0271,,,,,,,,,,
T2304180745,01-BLK,,,43.627833,-71.756306,4/18/2007,,0.0201,,,,,,,,,,
T23-081108-03,01-BLK,,,43.627833,-71.756306,8/11/2008,,0.1606,,0.04,,,,,,0.0036,,
VT2308220601,01-BLK,,,43.627833,-71.756306,8/22/2006,,0.0107,,,,,,,,,,
T23-102108-03,01-BLK,,,43.627833,-71.756306,10/21/2008,,0.0086,,0.03,,,,,,0.0018,,
VT23-091008-01,01-BLK,,,43.627833,-71.756306,9/10/2008,,0.0128,,,,,,,,,,
T23-081808-03,01-BLK,,,43.627833,-71.756306,8/18/2008,,0.0101,,0.08,,,,,,0.002,,
T2309140603,01-BLK,,,43.627833,-71.756306,9/14/2006,,0.0059,,,,,,,,,,
T2305191101D1,01-BLK,,,43.627833,-71.756306,5/19/2011,,0.0704,,,,,,,,,,
T23-040908-03,01-BLK,,,43.627833,-71.756306,4/9/2008,,0.0186,,0.06,,,,,,,,
VT2305060701,01-BLK,,,43.627833,-71.756306,5/6/2007,,0.0136,,,,,,,,,,
VT23-051608-13,01-BLK,,,43.627833,-71.756306,5/16/2008,,0.0131,,,,,,,,,,
CFB624151-1,01-BLK,,,43.627833,-71.756306,6/24/2015,,0.0158,,,,,,,,,,
VT2301130701,01-BLK,,,43.627833,-71.756306,1/13/2007,,0.0085,,,,,,,,,,
T2308020741,01-BLK,,,43.627833,-71.756306,8/2/2007,,0.0222,,,,,,,,,,
T2303301131,01-BLK,,,43.627833,-71.756306,3/30/2011,,0.0162,,,,,,,,8.00E-04,,
T2312061003,01-BLK,,,43.627833,-71.756306,12/6/2010,,0.006,,,,,,,,,,
VT2307200601,01-BLK,,,43.627833,-71.756306,7/20/2006,,0.013,,,,,,,,,,
T2311140601,01-BLK,,,43.627833,-71.756306,11/14/2006,,0.0422,,,,,,,,,,
BB07141401,01-BLK,,,43.627833,-71.756306,7/14/2014,,0.0141,,,,,,,,,,
T2309110713,01-BLK,,,43.627833,-71.756306,9/11/2007,,0.0113,,,,,,,,,,
T2304131132D,01-BLK,,,43.627833,-71.756306,4/13/2011,,0.0225,,,,,,,,7.00E-04,,
VT2308240701,01-BLK,,,43.627833,-71.756306,8/24/2007,,0.0227,,,,,,,,,,
T23-081808-01,01-BLK,,,43.627833,-71.756306,8/18/2008,,0.0102,,0.03,,,,,,0.0022,,
T2306301101,01-BLK,,,43.627833,-71.756306,6/30/2011,,0.0112,,,,,,,,,,
VT23-110408-05,01-BLK,,,43.627833,-71.756306,11/4/2008,,0.0059,,,,,,,,,,
T2312130601,01-BLK,,,43.627833,-71.756306,12/13/2006,,0.0064,,,,,,,,,,
T2310230705,01-BLK,,,43.627833,-71.756306,10/23/2007,,0.0097,,,,,,,,,,
T2311151101,01-BLK,,,43.627833,-71.756306,11/15/2011,,0.0131,,,,,,,,,,
VT2307020601,01-BLK,,,43.627833,-71.756306,7/2/2006,,0.0112,,,,,,,,,,
VT23-042908-03,01-BLK,,,43.627833,-71.756306,4/29/2008,,0.0377,,,,,,,,,,
VT2312290601,01-BLK,,,43.627833,-71.756306,12/29/2006,,0.0075,,,,,,,,,,
CFB12161401,01-BLK,,,43.627833,-71.756306,12/16/2014,,0.0064,,,,,,,,,,
T2306080603,01-BLK,,,43.627833,-71.756306,6/8/2006,,0.0171,,,,,,,,,,
CFB04081401R,01-BLK,,,43.627833,-71.756306,4/8/2014,,0.197,,,,,,,,,,
T2307131101,01-BLK,,,43.627833,-71.756306,7/13/2011,,0.0583,,,,,,,,,,
VT2306170701,01-BLK,,,43.627833,-71.756306,6/17/2007,,0.0562,,,,,,,,,,
VT2310030701,01-BLK,,,43.627833,-71.756306,10/3/2007,,0.0135,,,,,,,,,,
T2304131132,01-BLK,,,43.627833,-71.756306,4/13/2011,,0.0232,,,,,,,,0.001,,
T2306200747,01-BLK,,,43.627833,-71.756306,6/20/2007,,0.0104,,,,,,,,,,
VT2311110601,01-BLK,,,43.627833,-71.756306,11/11/2006,,0.0115,,,,,,,,,,
CFB06111401,01-BLK,,,43.627833,-71.756306,6/11/2014,,0.0203,,,,,,,,,,
T2306010645,01-BLK,,,43.627833,-71.756306,6/1/2006,,0.025,,,,,,,,,,
A811237002,01-BMB,,,43.151534,-72.399671,10/16/2008,0.98,0.024,,,,,,,,,,
RA07030001,01-BMD,,,43.496339,-72.375731,7/3/2000,,0.015,0.39,0.21,,,,,,,,
PALOOZA14-67,01-BMD,,,43.496339,-72.375731,8/6/2014,,0.0231,,,0.24,,,,,,,
RA07260001,01-BMD,,,43.496339,-72.375731,7/26/2000,,0.024,0.43,0.09,,,,,,,,
